counter_rating,counter_subscribers,info,link,name,tags
37243,28.9,Тестирование светодиодных ламп,https://habr.com/ru/company/lamptest/,LampTest,"Гаджеты,Энергия и элементы питания,Умный дом,Производство и разработка электроники,Разработка веб-сайтов"
253562,26.9,VDS/VPS-хостинг. Скидка 10% по коду HABR,https://habr.com/ru/company/ruvds/,RUVDS.com,"Разработка веб-сайтов,JavaScript,Лайфхаки для гиков,Системное администрирование,Программирование"
32283,29.4,IT’s Tinkoff — просто о сложном,https://habr.com/ru/company/tinkoff/,TINKOFF,"JavaScript,Angular,Разработка веб-сайтов,TypeScript,Open source"
30519,29.3,Собираем безумных людей и вместе спасаем интернет,https://habr.com/ru/company/itsumma/,ITSumma,"Информационная безопасность,Open source,Серверное администрирование,Софт,Законодательство в IT"
30224,641.0,Лидер в онлайн образовании,https://habr.com/ru/company/englishdom/,Онлайн школа EnglishDom,"Изучение языков,Читальный зал,Локализация продуктов,Искусственный интеллект,Игры и игровые приставки"
36805,36.8,Конференции Олега Бунина,https://habr.com/ru/company/oleg-bunin/,Конференции Олега Бунина (Онтико),"Конференции,Управление разработкой,Программирование,Разработка веб-сайтов,Управление проектами"
31650,1.9,Сервис развития карьеры в IT,https://habr.com/ru/company/habr_career/,Хабр Карьера,"Карьера в IT-индустрии,Управление персоналом,Исследования и прогнозы в IT,Удалённая работа,Хабр"
32686,55.3,У нас живут ваши объявления,https://habr.com/ru/company/avito/,Авито,"Разработка мобильных приложений,Конференции,Разработка под Android,Управление разработкой,Go"
41727,361.0,Место силы,https://habr.com/ru/company/domclick/,ДомКлик,"Программирование,JavaScript,Разработка веб-сайтов,Python,Node.JS"
52985,48.8,Цифровые навыки от ведущих экспертов,https://habr.com/ru/company/otus/,OTUS,"Программирование,Машинное обучение,Big Data,JavaScript,Java"
49182,24.8,Ведущая многопрофильная группа ИТ-компаний в РФ,https://habr.com/ru/company/lanit/,ГК ЛАНИТ,"Конференции,Управление персоналом,Машинное обучение,Информационная безопасность,Управление проектами"
50364,3.1,Конференции для программистов и сочувствующих. 18+,https://habr.com/ru/company/jugru/,JUG Ru Group,"Конференции,Программирование,Java,.NET,Тестирование IT-систем"
73281,445.0,Школа Computer Science. Скидка 10% по коду HABR,https://habr.com/ru/company/skillfactory/,SkillFactory,"Учебный процесс в IT,Программирование,Машинное обучение,Python,Научно-популярное"
53023,90000.0,Строим Интернет,https://habr.com/ru/company/mailru/,Mail.ru Group,"Программирование,DevOps,Учебный процесс в IT,Kubernetes,Tarantool"
142704,20.5,ИТ-инфраструктура для бизнеса,https://habr.com/ru/company/selectel/,Selectel,"Компьютерное железо,Будущее здесь,Гаджеты,Софт,Научно-популярное"
28847,50.9,Tutu.ru — сервис путешествий №1 в России.,https://habr.com/ru/company/tuturu/,Туту.ру,"Транспорт,Управление проектами,Здоровье,Биотехнологии,Научно-популярное"
49758,90.6,Как мы делаем Яндекс,https://habr.com/ru/company/yandex/,Яндекс,"Машинное обучение,Разработка веб-сайтов,Алгоритмы,Интерфейсы,Python"
27874,24.1,Обеспечиваем стабильную работу highload-проектов.,https://habr.com/ru/company/southbridge/,Southbridge,"Системное администрирование,DevOps,Серверное администрирование,Kubernetes,Управление проектами"
29874,20.5,"DevOps-as-a-Service, Kubernetes, обслуживание 24×7",https://habr.com/ru/company/flant/,Флант,"Kubernetes,DevOps,Системное администрирование,Open source,Администрирование баз данных"
185447,388.0,Серверы в Москве и Амстердаме,https://habr.com/ru/company/vdsina/,VDSina.ru,"Информационная безопасность,Программирование,Серверное администрирование,Разработка веб-сайтов,Софт"
25651,421.0,Помогаем людям расти,https://habr.com/ru/company/yandex_praktikum/,Яндекс.Практикум,"Учебный процесс в IT,Карьера в IT-индустрии,Программирование,Алгоритмы,C++"
25380,171.0,Компания,https://habr.com/ru/company/ic-dv/,Информационный центр,"Информационная безопасность,Законодательство в IT"
24354,26.5,Разработка развлекательных сервисов,https://habr.com/ru/company/funcorp/,FunCorp,"Разработка мобильных приложений,Программирование,Разработка под iOS,Kotlin,Java"
25692,205.0,Разрабатываем электронику для задротов,https://habr.com/ru/company/flipperdevices/,Flipper Devices Inc.,"Производство и разработка электроники,Гаджеты,Open source,Информационная безопасность,Беспроводные технологии"
23816,15.6,Разрабатываем и издаем игры с 2009 года,https://habr.com/ru/company/pixonic/,Pixonic,"Разработка игр,Игры и игровые приставки,Дизайн игр,Unity,Программирование"
16845,9.0,Компания,https://habr.com/ru/company/orbita/,Орбита,"Работа с видео,Машинное обучение,Управление проектами"
25548,181.0,Решения для аренды и размещения ИТ-инфраструктуры,https://habr.com/ru/company/dcmiran/,Дата-центр «Миран»,"Процессоры,Компьютерное железо,Информационная безопасность,Производство и разработка электроники,Серверное администрирование"
16967,55.7,Big Dating,https://habr.com/ru/company/badoo/,Badoo,"Разработка мобильных приложений,Программирование,Разработка под Android,PHP,Kotlin"
16850,297.0,"CRM-система, программное обеспечение для бизнеса",https://habr.com/ru/company/regionsoft/,RegionSoft Developer Studio,"IT-инфраструктура,CRM-системы,Управление персоналом,Софт,Управление проектами"
16722,389.0,Russian Fashion Tech,https://habr.com/ru/company/lamoda/,Lamoda,"ERP-системы,Конференции,Карьера в IT-индустрии,Go,Микросервисы"
20018,212.0,REBRAIN: Онлайн-практикумы для Инженеров,https://habr.com/ru/company/rebrainme/,Ребреин,"DevOps,Администрирование баз данных,IT-инфраструктура,Облачные сервисы,Хранение данных"
18512,7000.0,Крупнейшее русскоязычное Data Science сообщество,https://habr.com/ru/company/ods/,Open Data Science,"Машинное обучение,Обработка изображений,Алгоритмы,Математика,Python"
18392,33.6,Для старательного нет ничего невозможного,https://habr.com/ru/company/productivity_inside/,Productivity Inside,"Разработка мобильных приложений,Разработка под iOS,Разработка под Android,Учебный процесс в IT,Карьера в IT-индустрии"
18089,19.9,Хостинг-провайдер: серверы в NL до 300 Гбит/с,https://habr.com/ru/company/ua-hosting/,ua-hosting.company,"Научно-популярное,IT-инфраструктура,Биотехнологии,Физика,Конференции"
19653,967.0,Развеиваем мифы об IT в банках,https://habr.com/ru/company/raiffeisenbank/,Райффайзенбанк,"Конференции,Usability,IT-инфраструктура,Веб-дизайн,Управление продуктом"
21631,18.1,Крупнейшая онлайн-школа Европы. Удаленная работа,https://habr.com/ru/company/skyeng/,Skyeng,"Разработка веб-сайтов,PHP,Программирование,Карьера в IT-индустрии,Управление разработкой"
21519,45.6,"Ловим вирусы, исследуем угрозы, спасаем мир",https://habr.com/ru/company/kaspersky/,«Лаборатория Касперского»,"Информационная безопасность,Старое железо,Разработка мобильных приложений,Звук,Разработка под Android"
20565,3.6,Компания,https://habr.com/ru/company/piter/,Издательский дом «Питер»,"Профессиональная литература,Программирование,Python,Машинное обучение,Java"
13826,272.0,Открытая и свободная ОС для встроенных систем,https://habr.com/ru/company/embox/,Embox,"Системное программирование,Программирование микроконтроллеров,Open source,Разработка на Raspberry Pi,Lua"
14564,181.0,Ищем match для кандидатов и компаний,https://habr.com/ru/company/gms/,gms & g-mate,"Карьера в IT-индустрии,IT-эмиграция,IT-компании,Управление персоналом,Интервью"
13983,152.0,Компания,https://habr.com/ru/company/leader-id/,Leader-ID,"Научно-популярное,Учебный процесс в IT,Машинное обучение,Искусственный интеллект,Конференции"
14870,441.0,Разработчик системы СБИС,https://habr.com/ru/company/tensor/,Тензор,"PostgreSQL,SQL,Администрирование баз данных,Высокая производительность,Программирование"
15099,32.1,Системный интегратор,https://habr.com/ru/company/jetinfosystems/,Инфосистемы Джет,"Информационная безопасность,Анализ и проектирование систем,Машинное обучение,DevOps,IT-инфраструктура"
14064,53.7,Делаем эффективные инструменты для разработчиков,https://habr.com/ru/company/JetBrains/,JetBrains,"Java,Программирование,Big Data,Scala,Управление проектами"
15184,42.7,Компания,https://habr.com/ru/company/intel/,Intel,"Компьютерное железо,Процессоры,Программирование,Машинное обучение,Настольные компьютеры"
15367,33.0,"Информационная безопасность, DevSecOps, SSDL",https://habr.com/ru/company/swordfish_security/,Swordfish Security,"Информационная безопасность,DevOps,Системное администрирование,Разработка веб-сайтов,Разработка мобильных приложений"
14931,28.2,Мировой лидер на рынке межплатформенных решений,https://habr.com/ru/company/parallels/,Parallels,"Читальный зал,Карьера в IT-индустрии,Виртуализация,Софт,IT-инфраструктура"
15147,30.5,Разработчик СУБД Postgres Pro,https://habr.com/ru/company/postgrespro/,Postgres Professional,"PostgreSQL,SQL,Ненормальное программирование"
15469,806.0,"О том, как разработчики строят IT в Dodo",https://habr.com/ru/company/dododev/,Dodo Engineering,"Программирование,Управление персоналом,Разработка мобильных приложений,IT-компании,Управление разработкой"
15437,136.0,Компания,https://habr.com/ru/company/mvideo/,М.Видео-Эльдорадо,"Читальный зал,Компьютерное железо,Игры и игровые приставки,Анализ и проектирование систем,Программирование"
15898,4.5,IT-компания,https://habr.com/ru/company/croc/,КРОК,"IT-инфраструктура,Управление проектами,Удалённая работа,Системное администрирование,Сетевые технологии"
15431,226.0,Online collaborative whiteboard platform,https://habr.com/ru/company/miro/,Miro,"Тестирование IT-систем,Управление разработкой,Тестирование веб-сервисов,Управление персоналом,PostgreSQL"
15838,62.2,Microsoft — мировой лидер в области ПО и ИТ-услуг,https://habr.com/ru/company/microsoft/,Microsoft,"Программирование,Microsoft Azure,.NET,IT-компании,C#"
13039,27.2,Компания,https://habr.com/ru/company/acronis/,Acronis,"Антивирусная защита,Информационная безопасность,Управление продуктом,Резервное копирование,Развитие стартапа"
10653,1.3,Продукты для резервного копирования информации,https://habr.com/ru/company/veeam/,Veeam Software,"Системное администрирование,Резервное копирование,Серверное администрирование,Восстановление данных,IT-инфраструктура"
10937,19.1,Виртуальная инфраструктура IaaS,https://habr.com/ru/company/it-grad/,IT-GRAD,"История IT,Старое железо,Биографии гиков,Виртуализация,IT-инфраструктура"
10713,23.4,Решения для интеллектуальной обработки информации,https://habr.com/ru/company/abbyy/,ABBYY,"Natural Language Processing,Обработка изображений,Машинное обучение,Читальный зал,Интервью"
11079,1.1,Технологический консалтинг и разработка ПО,https://habr.com/ru/company/dataart/,DataArt,"История IT,Интервью,Старое железо,Системное программирование,Научно-популярное"
11018,109.0,Не очередной язык программирования,https://habr.com/ru/company/lsfusion/,lsFusion,"Open source,ERP-системы,Программирование,Интерфейсы,Ненормальное программирование"
